element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index
182156,95,91,1,11,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1.1,11.0,1.0
103025,85,86,175,1934,11,14,10,15,0,0,0,0,0,0,17,668,814.2,885.8,1094.0,279.5
165809,80,76,116,2021,6,7,9,24,0,0,0,5,0,0,7,526,626.2,773.2,927.0,232.5
20664,75,75,139,1821,6,12,11,15,0,0,0,0,0,0,15,549,639.6,735.8,937.0,231.2
209244,55,55,69,888,5,2,4,7,0,0,0,0,0,0,4,261,312.2,301.6,466.0,108.1
27789,55,51,55,2394,0,1,10,27,1,0,0,7,2,0,1,401,557.6,146.2,175.0,87.9
59859,55,51,65,2012,2,1,7,28,0,0,1,7,0,0,4,382,408.4,592.3,374.0,137.5
145235,50,46,11,422,0,1,0,7,0,0,0,1,0,0,1,94,92.6,164.0,58.0,31.6
220566,55,53,92,2480,3,2,14,27,0,0,0,8,0,0,5,516,599.2,532.6,193.0,132.3
121145,55,51,45,1205,0,0,5,11,0,0,0,4,0,0,3,299,265.0,287.6,141.0,69.3
432656,45,45,38,790,0,0,5,7,0,0,0,1,0,0,0,189,153.0,42.2,26.0,22.2
17601,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
245719,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
244851,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
220394,45,45,1,15,0,0,0,0,0,0,0,0,0,0,0,3,3.8,2.0,7.0,1.3
214590,55,55,127,3070,0,4,12,33,0,0,0,8,0,0,16,659,749.2,443.3,133.0,132.8
95658,55,53,123,3420,1,0,13,36,0,0,0,6,0,0,5,681,772.0,214.6,371.0,136.2
55909,55,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
